TRAFFICLIGHT_REGISTRATION;0;tl_0;[];52.51281796989514;13.320879723702655
TRAFFICLIGHT_REGISTRATION;0;tl_1;[];52.512972796061305;13.321050667013942
TRAFFICLIGHT_REGISTRATION;0;tl_2;[];52.513195988847926;13.32197826914039
TRAFFICLIGHT_REGISTRATION;0;tl_3;[];52.51201052836429;13.3225443836251
TRAFFICLIGHT_REGISTRATION;0;tl_4;[];52.51240498479142;13.323084502296105
TRAFFICLIGHT_REGISTRATION;0;tl_5;[];52.51471086422381;13.349126417278068
TRAFFICLIGHT_REGISTRATION;0;tl_6;[];52.51415089266608;13.349074605144448
TRAFFICLIGHT_REGISTRATION;0;tl_7;[];52.51477570327757;13.351242388609286
TRAFFICLIGHT_REGISTRATION;0;tl_8;[];52.51422807189337;13.351211456956072
TRAFFICLIGHT_REGISTRATION;0;tl_9;[];52.51385604583634;13.350716649125815
TRAFFICLIGHT_REGISTRATION;0;tl_10;[];52.51336763331891;13.331712942497573
TRAFFICLIGHT_REGISTRATION;0;tl_11;[];52.51363891598417;13.335806880544975
TRAFFICLIGHT_REGISTRATION;0;tl_12;[];52.512613756576016;13.323401505414065
TRAFFICLIGHT_REGISTRATION;0;tl_13;[];52.5131223152113;13.33151886165868
TRAFFICLIGHT_REGISTRATION;0;tl_14;[];52.51337011834932;13.335598631139188
TRAFFICLIGHT_REGISTRATION;0;tl_15;[];52.516092043974595;13.377070492922233
TRAFFICLIGHT_REGISTRATION;0;tl_16;[];52.51630753279188;13.376957025790132
TRAFFICLIGHT_REGISTRATION;0;tl_17;[];52.51587815269309;13.36998715846661
TRAFFICLIGHT_REGISTRATION;0;tl_18;[];52.51327266616213;13.33035378471609
TRAFFICLIGHT_REGISTRATION;0;tl_19;[];52.51303946755152;13.330235001471328
TRAFFICLIGHT_REGISTRATION;0;tl_20;[];52.51212828533486;13.317299601900297
TRAFFICLIGHT_REGISTRATION;0;tl_21;[];52.51232717059213;13.320748708042013
TRAFFICLIGHT_REGISTRATION;0;tl_22;[];52.51633523988754;13.376748343276
TRAFFICLIGHT_REGISTRATION;0;tl_23;[];52.51567892380861;13.36980544425391
TRAFFICLIGHT_REGISTRATION;0;tl_24;[];52.51605762956028;13.376613258532448
TRAFFICLIGHT_REGISTRATION;0;tl_25;[];52.512782083085035;13.323497520423023
TRAFFICLIGHT_REGISTRATION;0;tl_26;[];52.51276685312859;13.326683526600151
TRAFFICLIGHT_REGISTRATION;0;tl_27;[];52.512990858136945;13.326838598391175
RSU_REGISTRATION;0;rsu_0;[];52.513060766781614;13.32891047000885
VEHICLE_REGISTRATION;1000000000;veh_0;[adhocCommunication.AutobotVehicle, adhocCommunication.VehicleSpeed];Autobot
VEHICLE_UPDATES;5000000000;veh_0;52.512180252151616;13.317918006529297;13.739436486430932;84.71153588196714
V2X_MESSAGE_TRANSMISSION;5000000000;30;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5100000000;31;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5200000000;32;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5300000000;33;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5400000000;34;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5500000000;35;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5600000000;36;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5700000000;37;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5800000000;38;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;5900000000;39;veh_0;AutobotMessage
VEHICLE_UPDATES;6000000000;veh_0;52.51219453439473;13.318119610573694;13.836807059634012;84.71153588196714
V2X_MESSAGE_TRANSMISSION;6000000000;40;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6100000000;41;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6200000000;42;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6300000000;43;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6400000000;44;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6500000000;45;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6600000000;46;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6700000000;47;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6800000000;48;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;6900000000;49;veh_0;AutobotMessage
VEHICLE_UPDATES;7000000000;veh_0;52.51220878000667;13.318320702496539;13.801648863286246;84.71153588196714
VEHICLE_REGISTRATION;7000000000;veh_1;[adhocCommunication.DecepticonVehicle, adhocCommunication.VehicleSpeed];Decepticon
V2X_MESSAGE_TRANSMISSION;7000000000;50;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7100000000;51;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7200000000;52;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7300000000;53;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7400000000;54;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7500000000;55;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7600000000;56;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7700000000;57;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7800000000;58;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;7900000000;59;veh_0;AutobotMessage
VEHICLE_UPDATES;8000000000;veh_0;52.512222366138616;13.318512489769208;13.16302905684337;84.71153588196714
V2X_MESSAGE_TRANSMISSION;8000000000;60;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8100000000;61;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8200000000;62;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8300000000;63;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8400000000;64;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8500000000;65;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8600000000;66;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8700000000;67;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8800000000;68;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;8900000000;69;veh_0;AutobotMessage
VEHICLE_UPDATES;9000000000;veh_0;52.51223670201324;13.318714865588982;13.88974863458192;84.71153588196714
VEHICLE_UPDATES;9000000000;veh_1;52.51215100943385;13.317505240231592;12.773279970323202;84.71153588196714
V2X_MESSAGE_TRANSMISSION;9000000000;70;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9100000000;71;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9200000000;72;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9300000000;73;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9400000000;74;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9500000000;75;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9600000000;76;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9700000000;77;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9800000000;78;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;9900000000;79;veh_0;AutobotMessage
VEHICLE_UPDATES;10000000000;veh_0;52.512250701161356;13.318912492764236;13.56382359149633;84.7115358819672
VEHICLE_UPDATES;10000000000;veh_1;52.51216345957505;13.3176809736986;12.06123423126759;84.71153588196714
V2X_MESSAGE_TRANSMISSION;10000000000;80;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10100000000;81;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10200000000;82;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10300000000;83;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10400000000;84;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10500000000;85;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10600000000;86;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10700000000;87;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10800000000;88;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;10900000000;89;veh_0;AutobotMessage
VEHICLE_UPDATES;11000000000;veh_0;52.512294369471576;13.3191197317926;13.510554791588802;84.71138280285943
VEHICLE_UPDATES;11000000000;veh_1;52.51217685241975;13.317870017622964;12.9747718208679;84.71153588196714
V2X_MESSAGE_TRANSMISSION;11000000000;90;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11100000000;91;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11200000000;92;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11300000000;93;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11400000000;94;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11500000000;95;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11600000000;96;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11700000000;97;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11800000000;98;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;11900000000;99;veh_0;AutobotMessage
VEHICLE_UPDATES;12000000000;veh_0;52.51230823047978;13.319315414055888;13.313159025551286;84.71138280285943
VEHICLE_UPDATES;12000000000;veh_1;52.51218946091697;13.318047994248527;12.215175235513598;84.71153588196731
V2X_MESSAGE_TRANSMISSION;12000000000;100;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12100000000;101;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12200000000;102;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12300000000;103;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12400000000;104;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12500000000;105;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12600000000;106;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12700000000;107;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12800000000;108;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;12900000000;109;veh_0;AutobotMessage
VEHICLE_UPDATES;13000000000;veh_0;52.512322547958604;13.319517545445127;13.751913237778936;84.71138280285943
VEHICLE_UPDATES;13000000000;veh_1;52.51220282589779;13.318236653332514;12.948342654432636;84.71153588196732
V2X_MESSAGE_TRANSMISSION;13000000000;110;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13100000000;111;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13200000000;112;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13300000000;113;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13400000000;114;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13500000000;115;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13600000000;116;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13700000000;117;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13800000000;118;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;13900000000;119;veh_0;AutobotMessage
VEHICLE_UPDATES;14000000000;veh_0;52.51233691277773;13.319720350200068;13.797715844339692;84.71138280285948
VEHICLE_UPDATES;14000000000;veh_1;52.51221485621037;13.318406476062034;11.655529667492956;84.71153588196732
V2X_MESSAGE_TRANSMISSION;14000000000;120;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14100000000;121;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14200000000;122;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14300000000;123;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14400000000;124;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14500000000;125;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14600000000;126;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14700000000;127;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14800000000;128;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;14900000000;129;veh_0;AutobotMessage
VEHICLE_UPDATES;15000000000;veh_0;52.51235094943414;13.31991852676433;13.48283010091167;84.71138280285943
VEHICLE_UPDATES;15000000000;veh_1;52.512227526580254;13.318585337806567;12.275901690227911;84.71153588196714
V2X_MESSAGE_TRANSMISSION;15000000000;130;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15100000000;131;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15200000000;132;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15300000000;133;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15400000000;134;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15500000000;135;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15600000000;136;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15700000000;137;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15800000000;138;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;15900000000;139;veh_0;AutobotMessage
VEHICLE_UPDATES;16000000000;veh_0;52.51236505438812;13.320117672429062;13.548753139490728;84.71138280285957
VEHICLE_UPDATES;16000000000;veh_1;52.512241682041065;13.318785168521469;13.715065990677104;84.71153588196714
V2X_MESSAGE_TRANSMISSION;16000000000;140;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16100000000;141;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16200000000;142;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16300000000;143;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16400000000;144;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16500000000;145;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16600000000;146;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16700000000;147;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16800000000;148;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;16900000000;149;veh_0;AutobotMessage
VEHICLE_UPDATES;17000000000;veh_0;52.512379169321505;13.320316963850054;13.558660383147654;84.71138280285957
VEHICLE_UPDATES;17000000000;veh_1;52.51228499778325;13.318987429989221;13.248146951592062;84.71138280285943
V2X_MESSAGE_TRANSMISSION;17000000000;150;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17100000000;151;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17200000000;152;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17300000000;153;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17400000000;154;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17500000000;155;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17600000000;156;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17700000000;157;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17800000000;158;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;17900000000;159;veh_0;AutobotMessage
VEHICLE_UPDATES;18000000000;veh_0;52.512381724431954;13.320519366707696;13.707267550562975;92.42588453981642
VEHICLE_UPDATES;18000000000;veh_1;52.51229807261822;13.319172010367817;12.55785294591682;84.71138280285943
V2X_MESSAGE_TRANSMISSION;18000000000;160;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18100000000;161;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18200000000;162;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18300000000;163;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18400000000;164;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18500000000;165;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18600000000;166;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18700000000;167;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18800000000;168;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;18900000000;169;veh_0;AutobotMessage
VEHICLE_UPDATES;19000000000;veh_0;52.512371622400615;13.32071636813363;13.553330618350302;102.6826739771659
VEHICLE_UPDATES;19000000000;veh_1;52.512311375232855;13.319359810641348;12.776909123801161;84.71138280285957
V2X_MESSAGE_TRANSMISSION;19000000000;170;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19100000000;171;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19200000000;172;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19300000000;173;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19400000000;174;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19500000000;175;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19600000000;176;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19700000000;177;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19800000000;178;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;19900000000;179;veh_0;AutobotMessage
VEHICLE_UPDATES;20000000000;veh_0;52.51231379501069;13.320894761113259;13.151299803620205;119.32924575464914
VEHICLE_UPDATES;20000000000;veh_1;52.51232572543378;13.319562405101472;13.78341595186852;84.71138280285943
V2X_MESSAGE_TRANSMISSION;20000000000;180;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20100000000;181;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20200000000;182;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20300000000;183;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20400000000;184;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20500000000;185;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20600000000;186;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20700000000;187;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20800000000;188;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;20900000000;189;veh_0;AutobotMessage
VEHICLE_UPDATES;21000000000;veh_0;52.5122097684269;13.321003808219581;13.680353926364333;150.59999471014495
VEHICLE_UPDATES;21000000000;veh_1;52.51233937601084;13.31975512701454;13.111733173239045;84.71138280285942
V2X_MESSAGE_TRANSMISSION;21000000000;190;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21100000000;191;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21200000000;192;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21300000000;193;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21400000000;194;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21500000000;195;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21600000000;196;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21700000000;197;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21800000000;198;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;21900000000;199;veh_0;AutobotMessage
VEHICLE_UPDATES;22000000000;veh_0;52.512113380450565;13.321121053278912;13.61307111119153;144.75204271752224
VEHICLE_UPDATES;22000000000;veh_1;52.512353636142706;13.319956459613108;13.697547409145628;84.71138280285959
V2X_MESSAGE_TRANSMISSION;22000000000;200;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22100000000;201;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22200000000;202;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22300000000;203;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22400000000;204;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22500000000;205;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22600000000;206;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22700000000;207;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22800000000;208;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;22900000000;209;veh_0;AutobotMessage
VEHICLE_UPDATES;23000000000;veh_0;52.51205101471649;13.32129030755293;13.785460283907597;120.26283249551646
VEHICLE_UPDATES;23000000000;veh_1;52.512367782481114;13.320156190512563;13.588567456856836;84.71138280285942
V2X_MESSAGE_TRANSMISSION;23000000000;210;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23100000000;211;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23200000000;212;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23300000000;213;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23400000000;214;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23500000000;215;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23600000000;216;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23700000000;217;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23800000000;218;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;23900000000;219;veh_0;AutobotMessage
VEHICLE_UPDATES;24000000000;veh_0;52.51199205795833;13.321465262493788;13.836275469730609;120.21386960774589
VEHICLE_UPDATES;24000000000;veh_1;52.51238069648469;13.32033852644806;12.405103842015379;84.71138280285959
V2X_MESSAGE_TRANSMISSION;24000000000;220;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;24100000000;221;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;24200000000;222;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;24300000000;223;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;24400000000;224;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;24500000000;225;veh_0;AutobotMessage
V2X_MESSAGE_TRANSMISSION;24600000000;226;veh_0;AutobotMessage
